epoch,loss
50,0.6181555816105434
100,0.5606016729559217
150,0.5274727323225566
200,0.5024274970803942
250,0.4842457153967449
300,0.4785857860531126
350,0.4928676635026932
400,0.4668379213128771
450,0.45532520541122984
500,0.4661705813237599
550,0.4561627762658255
600,0.4411140392933573
650,0.4493043124675751
700,0.4511540340525763
750,0.44083877546446665
800,0.456696874329022
850,0.43170865518706186
900,0.4348268636635372
950,0.44958922479833874
1000,0.42778302622692926
