epoch,loss
50,1.5784123052250256
100,1.2406285069205545
150,1.1903953725641423
200,1.1409759304740212
250,1.079406697099859
300,1.0327689495953647
350,0.9768434058536183
400,0.9353010210123929
450,0.9098467144099149
500,0.8937442367727106
550,0.8865852952003479
600,0.8779574502598155
650,0.8718611717224121
700,0.862011596289548
750,0.8566316225311973
800,0.8491092215884816
850,0.8397086230191317
900,0.8309635790911588
950,0.8211641420017589
1000,0.8069291775876826
