epoch,loss
50,0.00501820829231292
100,0.0025877988033850365
150,0.001951289566932246
200,0.0016981151226597528
250,0.0011709577423365165
300,0.0009959758648013424
350,0.0008950983901740983
400,0.0007961555735770768
450,0.0007090676614704231
500,0.0006453723870739244
