epoch,loss
50,0.2500543110072613
100,0.21107413495580354
150,0.19230919952193895
200,0.16719510033726692
250,0.1532543214658896
300,0.14393111628790697
350,0.1316537174085776
400,0.1244778074324131
450,0.11645835700134437
500,0.11413963635762532
